simulation,RandomForest_mse,RandomForest_features,XGBoost_mse,XGBoost_features,LassoNet_mse,LassoNet_features,HarderLASSO_l1_mse,HarderLASSO_l1_features,HarderLASSO_nu_mse,HarderLASSO_nu_features
89,84.71547025560558,"6,11,18,23,32,34",63.98727845438001,"6,11,18,23,32,34",6.190801052969318,"1,2,4,5,6,7,8,10,11,12,13,14,15,16,18,20,21,23,24,25,26,29,30,31,32,34,36,38,39,41,42,44,46,49",192.83262898998967,"6,34",0.06312557439302438,"6,11,18,23,32,34"
90,86.97093590110418,"5,8,11,19,20,35",62.64946079746122,"5,8,11,19,20,35",15.693691982895212,"0,1,3,4,5,6,8,11,12,13,16,17,18,19,20,22,23,28,29,30,32,33,35,36,37,39,40,41,42,43,44,45,46,47,49",226.2629030676207,11,0.11537309553049895,"5,8,11,19,20,35"
91,95.54951545991793,"1,22,24,30,35,38,46",110.49815822908553,"22,24,30,38,46",21.335180804578485,"0,1,3,4,5,6,7,8,9,10,11,12,13,15,17,18,19,20,21,22,24,25,26,27,28,29,30,32,33,34,35,36,37,38,40,41,42,43,44,45,46",229.33870493664907,,0.13102516888277116,"1,22,24,30,38,46"
92,108.35333913880476,"1,2,18,24,26,30,33,41,49",64.42333688905552,"1,18,24,26,33,41,49",19.009053574329975,"0,1,2,3,4,5,7,8,9,10,11,13,16,17,18,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,40,41,43,44,46,48,49",215.54349523568897,,0.08379145862445242,"1,18,24,33,41,49"
93,93.16139259723963,"0,2,8,13,16,46",184.84809153025407,"8,13,16,33,46",7.043575398724018,"0,2,3,4,5,7,8,9,12,13,16,17,20,22,24,28,30,31,32,33,35,36,37,38,41,42,44,46,47,48,49",220.21523672613745,,0.061019555053532834,"0,2,8,13,16,46"
94,85.91829589111049,"11,13,25,27,29,41,49",52.29086403744122,"13,25,27,29,41,49",8.83498840324545,"2,4,6,7,8,11,13,15,16,19,20,22,23,25,27,29,35,36,39,41,42,49",214.7242847362821,13,0.10832530627547524,"13,25,27,29,41,49"
95,81.6912581856101,"0,3,9,15,20,26,33",107.23642435829481,"15,20,26,33",15.534002409956214,"0,1,3,5,6,10,12,13,15,18,20,21,22,24,26,27,33,35,37,39,42,43,46,47",181.41994166888662,"15,20",0.056946032274970526,"0,3,15,20,26,33"
96,75.59704940280004,"3,8,25,30,33,34",54.439070766622166,"3,8,25,30,33,34,43",5.999938456547698,"0,3,4,8,14,21,25,29,30,31,33,34,39,40,45,47",219.5772841068058,,0.06927809297882383,"3,8,25,30,33,34"
97,91.62838710071559,"0,14,18,22,25,33,45",116.51438584087116,"14,18,25,33,45",13.780598355314504,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,20,22,23,24,25,28,30,31,32,33,34,36,37,38,39,40,41,42,44,45,46,47,48,49",229.20775296651578,18,0.06526090847903385,"0,14,18,25,33,45"
98,95.03751085354443,"0,7,18,34,35,36,40,49",111.94964791492767,"7,18,34,35,40,49",16.74145998171095,"0,1,2,3,4,6,7,8,9,11,12,13,14,15,16,17,18,19,21,22,23,24,25,26,27,28,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",198.0150999365233,"7,40",0.08971939355325471,"0,7,18,34,40,49"
99,84.86063857136823,"6,8,26,27,30,34",53.521376529949606,"6,8,26,27,30,34",15.844967488132,"0,1,3,6,7,8,9,13,14,16,18,20,21,23,24,25,26,27,28,30,33,34,35,37,39,40,41,42,46,47,48,49",231.59773305661957,26,0.039573655695872574,"6,8,26,27,30,34"
100,103.40171469483963,"5,9,10,16,17,20,22,44,48",58.43345458660382,"5,9,16,17,44,48",11.311920305964536,"0,4,5,7,9,10,11,13,16,17,19,21,22,23,25,26,30,31,32,33,35,36,37,41,42,43,44,45,48",216.63172999570455,,0.11714887753855029,"5,9,16,17,44,48"
101,80.83701219115605,"11,13,31,33,34,45",56.195478121773974,"11,13,31,33,34,45",5.707633077626969,"1,2,3,4,5,9,10,11,13,14,15,17,22,23,26,31,32,33,34,35,42,44,45,48,49",197.78202196050879,,0.11544832849184365,"11,13,31,33,34,45"
102,79.33428351552709,"10,11,18,26,42,47",71.62740304328757,"10,11,18,26,42,45,47,49",10.40804075503798,"0,1,6,7,8,9,10,11,13,15,16,17,18,19,20,21,25,26,31,33,36,37,38,39,41,42,43,46,47,48",203.18905372697702,,0.044811064612850046,"10,11,18,26,42,47"
103,84.62897830862552,"7,22,23,27,46,48",56.40507238723602,"7,22,23,27,46,48",13.42521092335026,"1,2,5,6,7,8,9,10,16,17,19,20,21,22,23,24,25,26,27,28,29,30,32,33,34,35,40,42,44,45,46,48",207.31991614983912,,0.12441089380810944,"7,22,23,27,46,48"
104,102.16246364650887,"6,10,21,23,30,31,40,45",58.2822758875896,"21,23,30,31,40,45",8.585693321662895,"2,6,10,12,13,21,23,26,29,30,31,34,35,36,40,43,44,45,48",208.16175360506773,"21,31",0.13393992425860649,"21,23,30,31,40,45"
105,89.44856376749655,"3,8,10,31,42,44",95.97544710345319,"8,10,31,42,44",5.052885321461679,"3,8,10,11,14,15,16,17,20,21,29,31,34,39,41,42,43,44,45,46,49",213.3736510363632,,0.10917949388848178,"3,8,10,31,42,44"
106,80.49614869823424,"2,3,8,18,24,37",60.643801489046936,"2,3,8,18,24,37",11.671375374266358,"2,3,7,8,11,12,17,18,21,23,24,26,27,32,37,38,39,48",210.58267118419585,,0.0700686445379977,"2,3,8,18,24,37"
107,82.41541755000726,"3,6,16,18,37,44",61.46802118153197,"3,6,16,18,37,44,49",5.465452315365074,"3,4,6,10,13,16,18,19,21,28,31,37,42,43,44,46,49",219.44277693617988,,0.10027487824114632,"3,6,16,18,37,44"
108,91.1453646957531,"2,12,30,32,33,46",63.21060090882468,"2,12,30,32,33,46",23.525436926968535,"0,2,3,5,9,12,13,14,15,18,19,20,22,23,24,25,27,28,29,30,31,32,33,34,36,37,38,39,40,41,42,43,44,45,46,48,49",213.93284926536904,"32,33",0.11208077879575334,"2,12,30,32,33,46"
109,86.80804051907988,"1,10,20,45,48,49",106.62450887214212,"10,20,45,48,49",15.3890555240059,"1,2,3,7,8,10,11,12,14,18,19,20,23,26,29,31,36,37,38,41,43,45,46,48,49",226.83976413649034,,0.0725196526226313,"1,10,20,45,48,49"
110,99.74766363301272,"9,10,26,30,40,41,46",55.22062728663022,"9,10,26,30,40,46",14.446804524266698,"2,4,5,8,9,10,12,14,15,17,24,26,27,28,29,30,34,35,37,38,40,44,45,46,47,49",218.29825935594806,,0.1954938491605552,"9,10,26,30,40,46"
111,98.27177692894612,"6,7,8,22,28,30,39",56.95739269792698,"6,7,8,22,28,30",11.394353550763746,"0,4,5,6,7,8,9,12,16,18,19,20,21,22,26,27,28,30,31,32,34,35,37,38,39,43,45,46,49",215.6635245121926,,0.09853577804436475,"6,7,8,22,28,30"
112,86.01541793849665,"17,23,28,33,37,44",64.34568748895322,"17,23,28,33,37,44,46",7.733556583961732,"1,3,5,6,7,10,11,12,17,18,19,20,22,23,27,28,30,31,32,33,35,36,37,42,43,44,45,47,48",205.97624196909572,,0.07572875677373203,"17,23,28,33,37,44"
113,98.27607459160156,"2,5,6,14,23,30,47",100.33032998248967,"5,6,23,30,47",8.574334239166536,"0,1,2,4,5,6,18,20,22,23,29,30,32,35,40,41,44,45,46,47,48,49",225.52885057161575,,0.0966177265845148,"2,5,6,23,30,47"
114,84.16019604305136,"0,3,12,17,20,33,38",99.0438702989057,"3,12,17,33,38",13.500733873384403,"0,1,2,3,4,5,6,8,10,11,12,13,14,16,17,18,19,20,21,22,23,26,27,28,30,31,32,33,34,35,36,38,40,41,43,45,46,47,48,49",218.17122324114632,,0.07444504278916043,"0,3,12,17,33,38"
115,78.69468251092486,"2,16,20,41,48,49",51.4489219760355,"2,16,20,41,48,49",12.135212240330384,"0,1,2,3,4,6,7,8,9,10,13,14,16,17,18,19,20,24,25,26,27,28,29,30,31,32,33,34,35,37,38,39,40,41,42,43,44,45,46,47,48,49",215.4032990393875,,0.06689017333176067,"2,16,20,41,48,49"
116,85.89177020890307,"12,30,37,40,44,45",62.6261571844017,"12,30,37,40,44,45",10.176386678014184,"1,4,5,6,8,9,11,12,15,17,21,24,25,26,28,30,31,35,37,38,39,40,44,45,46,47,49",213.45051844813884,37,0.09715058396315916,"12,30,37,40,44,45"
117,94.03697996729178,"1,10,11,26,46,47",63.84701281060895,"1,10,11,26,46,47",18.547340804142127,"0,1,2,3,4,7,8,9,10,11,12,14,17,18,19,24,25,26,27,28,29,30,33,34,35,38,39,40,41,42,43,45,46,47,48,49",226.4755012305157,,0.07271002736163845,"1,10,11,26,46,47"
118,86.85555058965654,"0,3,22,27,38,41",102.22990071212958,"3,22,27,38,41",5.87887516780659,"0,1,2,3,6,15,17,22,23,27,29,34,35,38,39,41,42,48,49",207.5157524989767,"3,41",0.08065315558906039,"0,3,22,27,38,41"
119,85.95397758629052,"18,20,25,35,40,43",56.590255235355336,"18,20,25,35,40,43",20.542609525396657,"0,1,2,5,6,7,8,10,11,12,13,14,15,17,18,19,20,21,23,24,25,26,28,29,31,32,33,35,36,38,39,40,42,43,44,46,47,49",174.5305297012144,"18,35,43",0.06910665720585933,"18,20,25,35,40,43"
120,93.903055066648,"8,9,34,41,42,46",61.52167080579688,"8,9,34,41,42,46",14.229751639692445,"0,1,3,6,7,8,9,10,11,12,13,14,16,20,21,22,23,26,27,28,29,30,31,32,33,34,35,36,40,41,42,43,45,46,48,49",228.2255090481894,,0.06286114904534305,"8,9,34,41,42,46"
121,96.39883398873387,"1,3,6,19,34,36",65.84784705406003,"1,3,6,19,34,36",27.151052481494283,"1,3,5,6,7,8,9,11,12,13,15,17,18,19,20,22,23,26,27,29,30,31,32,33,34,36,38,39,40,41,43,44,45,46,47,48,49",218.7429946675789,,0.05616534285060094,"1,3,6,19,34,36"
122,94.69185934362444,"17,31,33,37,40,42,47",62.50617822190032,"17,31,33,37,42,47",21.298458171431278,"0,1,2,3,4,8,9,10,12,13,14,15,17,18,19,20,21,22,23,24,25,27,29,30,31,32,33,34,35,36,37,38,39,42,44,45,46,47,48,49",202.25341380312253,"31,37",0.12284392188478058,"17,31,33,37,42,47"
123,79.03572467336812,"2,6,10,13,17,19,24",54.10913921974626,"2,6,13,17,19,24",10.875176946617724,"1,2,5,6,7,9,12,13,14,15,16,17,18,19,21,22,24,25,28,31,32,34,36,37,38,39,40,42,44,46,47,48",198.85294017006353,,0.09693641664021228,"2,6,13,17,19,24"
124,97.30897376276657,"1,4,13,35,42,43",62.405464300228616,"1,4,13,35,42,43",5.014290048515737,"1,4,5,10,11,12,13,17,19,20,25,28,29,32,33,35,37,41,42,43,44,45,46",211.63514654854686,43,0.07777940421310635,"1,4,13,35,42,43"
125,110.73630952967258,"3,16,19,21,39,41,43",69.50183645078725,"3,19,21,39,41,43,45",14.452335659335947,"1,2,3,5,7,10,12,15,17,18,19,21,23,24,29,30,31,33,34,35,36,39,41,43,44,45,49",229.5531273654038,,0.07651264025604888,"3,19,21,39,41,43"
126,90.30434919590695,"7,13,23,25,27,30,43",52.20622923551393,"7,13,23,27,30,43",21.724234994699604,"0,1,3,5,7,9,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,37,38,39,40,42,43,45,46,47,48",205.20859106515277,,0.10324139194292357,"7,13,23,27,30,43"
127,89.23186421538938,"2,8,13,23,38,42",63.25636930419135,"2,8,13,23,38,42",10.048885993960695,"0,1,2,3,4,5,6,7,8,10,11,12,13,17,18,19,20,22,23,24,25,26,27,29,30,33,34,35,38,39,40,41,42,43,45,46,47,49",218.77469662310241,,0.049238768682396156,"2,8,13,23,38,42"
128,87.4325362972469,"0,1,2,11,15,28,36",63.425862824813116,"0,1,2,11,15,31,36",21.950822857303834,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,26,27,28,29,30,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",216.1079630688238,,0.07884634804320782,"0,1,2,11,15,36"
129,94.18935575511101,"16,18,25,26,30,34,35,44",58.55646753562649,"16,18,25,26,30,44",18.203031838525952,"0,1,2,3,4,5,6,8,9,11,12,13,14,15,16,17,18,20,22,23,24,25,26,27,28,30,31,32,33,35,36,37,38,39,40,42,43,44,45,46,47,48,49",228.5177407598546,,0.040339003421118305,"16,18,25,26,30,44"
130,101.93831386282017,"3,4,7,31,39,42,45,48",69.94211491897525,"3,4,7,31,42,45,48",7.188847920512033,"0,1,3,4,5,6,7,8,10,15,17,18,20,22,25,29,31,32,35,36,37,38,39,42,45,46,48,49",205.87230451849436,,0.06604670245149181,"3,4,7,42,45,48"
131,95.40786199103013,"3,11,14,27,28,42,46",61.05567503639352,"3,11,14,27,28,46,47",25.249043863103505,"0,1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,40,41,42,43,44,45,46,47,48,49",213.632693476455,,0.06107092447529234,"3,11,14,27,28,46"
132,90.23013982799041,"0,3,8,10,31,33,37",106.17975588838357,"3,8,31,33,37",7.636339636875779,"0,1,2,3,4,7,8,9,10,11,12,13,14,16,17,18,19,20,21,22,28,29,31,32,33,34,35,36,37,39,40,41,42,43,44,45,46,48,49",222.69483330030175,,0.07407723686311331,"0,3,8,31,33,37"
133,90.933987498694,"4,12,30,32,35,37",68.41862293444845,"4,12,30,32,35,37",26.28649455941131,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24,25,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,47,48",223.68451470879984,,0.09734844330701903,"4,12,30,32,35,37"
134,91.992951188951,"6,14,16,21,26,48",61.57925368149909,"6,14,16,21,26,48",32.371307647537414,"0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,25,26,27,28,30,31,32,33,34,36,37,38,39,40,41,42,43,44,45,46,47,48,49",226.1874307961826,6,0.07893439454169265,"6,14,16,21,26,48"
135,96.70273424682813,"0,4,15,19,29,35,45,49",170.8769684029042,"15,19,29,35,37",13.412773680300907,"0,1,3,4,6,8,10,14,15,16,19,21,22,24,26,27,29,30,31,33,35,36,38,39,40,41,42,43,44,45,47,48,49",210.61676884563187,,0.0743451504890359,"0,4,15,19,29,35"
136,86.9051102600856,"3,11,31,32,46,49",59.5789170286028,"3,11,31,32,46,49",23.426467548398918,"0,1,2,3,4,5,6,11,14,16,17,18,19,20,22,23,26,27,28,30,31,32,33,35,37,38,39,40,42,43,45,46,48,49",218.6987999626857,,0.09396654316390786,"3,11,31,32,46,49"
137,89.58590687014608,"13,18,21,38,41,44",63.525461638341426,"13,18,21,38,41,44",20.001668856607793,"0,1,2,3,5,6,9,10,11,12,13,16,17,18,21,22,23,24,25,26,29,30,31,32,36,37,38,39,41,44,47,49",196.52512409442022,"18,38",0.0800898697116601,"13,18,21,38,41,44"
138,81.32518999424853,"2,8,12,18,43,48",54.70113916136409,"2,8,12,18,43,48",36.113818897604226,"0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,47,48,49",194.18371702404863,"8,12",0.06605972535340433,"2,8,12,18,43,48"
139,74.62698973735483,"0,29,41,43,44,48",103.08666965814237,"29,41,43,44,48",12.196929607509652,"0,3,4,6,7,8,11,13,15,17,18,19,20,25,26,27,29,30,31,32,35,36,39,41,43,44,47,48",218.57572642594937,,0.07512355589253811,"0,29,41,43,44,48"
140,85.80188188320183,"0,13,17,21,25,35",104.77206219247101,"13,17,21,25,35",15.86191589166263,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,21,22,23,25,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,45,46,47,48,49",218.58438897678377,,0.04497357980206339,"0,13,17,21,25,35"
141,81.55688942496542,"3,10,11,17,18,31",62.48316477813414,"3,10,11,17,18,31",5.885023283241879,"3,4,5,10,11,14,16,17,18,22,27,31,38,41,42,43,46",211.19789145664825,,0.07895447896561814,"3,10,11,17,18,31"
142,100.2055588112153,"6,12,15,24,29,33,46,47",60.47059443860821,"6,12,29,33,46,47",12.333517157952228,"0,2,3,6,8,10,11,12,14,15,16,18,20,22,23,24,27,29,31,32,33,34,35,36,37,38,39,40,41,43,44,46,47,49",231.40941242148557,,0.07157104728877087,"6,12,29,33,46,47"
143,92.48434433558208,"2,4,20,27,30,31,38,39",58.66215850877071,"4,20,27,31,38,39",33.24972343638062,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",214.14625318970363,,0.0699628545376311,"4,20,27,31,38,39"
144,83.42549210234749,"0,2,4,23,28,33,40,48",100.4376075104929,"2,4,23,33,40",31.20932093625812,"0,1,2,3,4,5,6,7,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,31,32,33,34,35,36,37,38,39,40,41,43,44,45,46,47,48",178.57605882193673,"0,40",0.07543309035926989,"0,2,4,23,33,40"
145,100.46661995727482,"3,14,20,21,24,30,35",112.24822394373972,"20,21,24,30,35",30.937603613076288,"0,1,2,3,4,5,6,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",224.05080244406062,,0.10146714534709701,"3,20,21,24,30,35"
146,95.47120200866009,"8,10,14,19,24,25,29,42",59.34280008892124,"8,14,19,24,25,42",20.043769078912867,"2,8,12,13,14,16,17,18,19,21,24,25,28,29,30,31,33,35,38,39,40,41,42,43,44,46,48,49",208.25977088912342,,0.08519970729737311,"8,14,19,24,25,42"
147,90.7968533087363,"9,11,24,25,29,43,49",55.18897441638587,"9,11,24,29,43,49",11.774765145027045,"4,9,11,13,20,24,26,28,29,32,40,43,49",211.52078465223795,,0.10507197381353797,"9,11,24,29,43,49"
148,106.19560500039749,"9,14,27,30,34,35,37,39,40,43",74.02653578071904,"14,27,30,35,37,40,43",14.181014026078916,"1,2,4,5,6,7,8,9,11,12,13,14,15,17,18,19,22,27,29,30,31,32,35,36,37,39,40,41,42,43,47,48,49",188.91731459892281,"14,30",0.07007249366899211,"14,27,30,35,37,40"
149,86.78702480020806,"2,7,14,23,27,28,36",56.472637556495044,"2,14,23,27,28,36",12.730411940676932,"0,2,6,9,10,11,12,14,15,17,22,23,24,25,26,27,28,31,33,34,35,36,37,40,41,42,44,46,48",220.99041786415066,,0.0818244922515916,"2,14,23,27,28,36"
150,106.57871363471673,"3,8,18,20,25,41,42,44",69.59949412836455,"3,20,25,41,42,44",19.542144792452863,"0,1,2,3,4,5,6,8,10,11,13,14,18,19,20,24,25,26,29,30,31,32,36,38,39,40,41,42,44,45,46,47,48",248.71741885282051,,0.09009147646240559,"3,20,25,41,42,44"
151,104.53276321349068,"0,12,13,26,28,35,44",119.03387904557515,"12,26,28,35,44",30.65878105632416,"0,1,2,5,7,8,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29,30,31,32,33,34,35,38,39,40,41,42,43,44,45,46",236.89882568940268,,0.08026881839585819,"0,12,26,28,35,44"
152,88.16655852994157,"4,18,23,24,43,46",66.15755352525589,"4,18,23,24,43,46",12.161174545039787,"2,3,4,5,6,7,8,9,10,11,13,15,16,17,18,19,20,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,48,49",210.7140492936314,"4,23",0.04956440769943212,"4,18,23,24,43,46"
153,86.93967279655392,"5,7,10,16,38,46",62.58097477659723,"5,7,10,16,38,46",26.116820748926802,"0,1,2,3,5,6,7,8,9,10,13,14,15,16,17,18,19,20,21,22,23,25,26,27,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49",209.58774458123295,,0.08462807190400402,"5,7,10,16,38,46"
154,93.3691909242424,"3,4,9,14,21,34,40",51.74141394050879,"3,4,14,21,34,40",14.516090344676781,"0,1,3,4,5,6,7,8,9,10,11,12,13,14,16,18,19,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,46,47,48",225.57795300081074,,0.08736107928036614,"3,4,14,21,34,40"
155,94.19957298957269,"9,22,27,36,39,44",63.806792629339604,"9,22,27,36,39,44",16.368649156300563,"1,2,3,4,5,6,7,8,9,10,12,15,16,17,18,19,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,40,41,42,43,44,45,46,48,49",227.13343365587164,,0.10562937812619577,"9,22,27,36,39,44"
156,79.44476227524372,"4,11,15,21,33,44",64.10181573362163,"4,11,15,21,31,33,44",19.393654172516207,"0,1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,36,37,38,39,41,43,44,45,46,47,48,49",199.9276899235687,,0.09419860688499992,"4,11,15,21,33,44"
157,87.19810673601893,"15,18,30,38,39,40,42",60.26748311781173,"15,18,30,38,39,42",20.415562555047746,"2,3,4,5,7,8,9,10,11,12,13,14,15,16,18,20,22,23,24,25,27,29,30,31,33,35,36,37,38,39,40,41,42,43,44,45,46,48,49",207.17691731043996,,0.06811921933519884,"15,18,30,38,39,42"
158,86.17316134721803,"0,1,22,32,41,49",169.50284172624626,"32,41,49",16.83824442026848,"0,1,2,3,4,5,7,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,32,33,36,37,38,39,40,41,42,44,46,47,49",232.0355263082593,,0.09087656012071386,"0,1,22,32,41,49"
159,82.02111026203384,"2,10,12,13,16,33",54.7080028970649,"2,10,12,13,16,33",14.890314413482363,"1,2,3,4,5,7,8,9,10,12,13,14,16,17,18,21,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",205.07792366585153,,0.05338597470653426,"2,10,12,13,16,33"
160,89.68683184085286,"2,19,23,24,30,35,36",56.31846734965159,"2,19,23,24,30,36",27.272948051614534,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",213.27727864730292,,0.147079169754129,"2,19,23,24,30,36"
161,84.77060746104878,"1,2,8,31,44,45",109.25773295207748,"2,8,31,44,45",25.683542548572614,"0,1,2,3,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",186.0422493284491,"31,44",0.12086207392987745,"1,2,8,31,44,45"
162,82.79223899678962,"2,3,21,33,39,44",98.28780269503444,"3,21,33,39,44",23.55213651324954,"0,1,2,3,5,6,7,8,9,10,12,13,15,16,20,21,22,23,24,25,28,29,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48",219.91447550082702,,0.0565203626344749,"2,3,21,33,39,44"
163,82.36121521403683,"5,15,25,27,37,49",59.080193918658374,"5,15,25,27,37,49",25.074065313197156,"0,1,2,4,5,6,7,8,9,11,12,13,14,15,16,18,19,20,21,22,23,24,25,27,29,30,31,34,37,39,41,42,44,45,46,48,49",217.92836299998737,,0.057003795081959095,"5,15,25,27,37,49"
164,97.10822784315509,"1,2,6,11,30,33,42,43,47",55.73865167962272,"1,2,11,42,43,47",21.091702981070384,"0,1,2,4,5,6,7,8,11,12,13,14,15,16,17,18,20,21,22,23,24,25,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,45,46,47,48",207.76281130716666,,0.10496614515955076,"1,2,11,42,43,47"
165,82.0998517056832,"7,10,18,20,25,26,40,43",52.8514254204395,"10,20,25,26,40,43",24.261474224676025,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,25,26,27,28,29,30,31,32,33,34,35,36,38,39,40,41,42,43,44,45,46,47,48,49",221.94547379799042,,0.0652605122704441,"10,20,25,26,40,43"
166,84.33765514181282,"1,7,13,14,15,25,34",56.263209998694585,"1,7,13,14,15,34",9.892813100468135,"1,3,4,5,7,9,13,14,15,16,22,23,24,25,26,27,28,29,30,31,33,34,35,37,40,41,42,44,47,48,49",215.28960594753693,,0.10061947489174791,"1,7,13,14,15,34"
167,110.9809473913011,"0,2,4,7,11,31,35,42,45,46",124.92834121307128,"4,7,11,31,35",16.417200441770685,"0,2,3,4,5,7,9,10,11,12,14,15,17,21,23,26,27,30,31,34,35,39,42,43,44,45,46,47,49",212.06456888447127,,0.06102625984727907,"0,2,4,7,11,31"
168,93.60999113880882,"0,1,5,19,28,45",108.22294594758355,"1,5,19,28,45",35.37097072403995,"0,1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",221.8586619485622,,0.06596490172402755,"0,1,5,19,28,45"
169,90.43602833088079,"0,6,16,17,21,22,27,49",115.4647495462121,"6,17,22,27,49",11.07629301779323,"0,1,2,3,5,6,7,8,9,10,11,14,15,17,18,20,21,22,24,25,26,27,28,29,30,31,35,36,38,39,42,44,45,46,47,48,49",218.54149941051554,,0.11832630645584587,"0,6,17,22,27,49"
170,91.25323103410969,"2,4,11,18,33,39,43",71.4260440645238,"2,4,11,18,33,39,43",28.81685617988483,"0,1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,46,47,48,49",218.15201851282333,,0.086697010821507,"2,4,11,18,33,43"
171,117.57209943636373,"8,18,20,22,34,36,46,49",66.60088447952428,"8,18,20,34,36,46,49",25.165504097578864,"0,1,2,3,4,5,6,7,8,9,10,11,13,14,15,17,18,19,20,21,22,23,24,25,26,27,29,31,32,33,34,35,36,37,39,40,41,42,43,44,45,46,47,48,49",234.47852136464854,,0.08496171743625457,"8,18,20,34,36,46"
172,82.8052380542163,"0,2,18,19,41,43",159.25313222089778,"18,19,41,43",17.84229225264592,"0,2,7,9,11,14,18,19,22,23,24,26,27,28,29,31,32,35,37,38,41,43,44,45,47,48",200.1414700929497,,0.06370443111647675,"0,2,18,19,41,43"
173,98.00840387250305,"2,4,19,23,30,33,35,49",59.049186718831066,"2,23,30,33,35,49",9.977083896689013,"0,2,3,6,7,11,12,14,17,21,22,23,24,25,28,29,30,31,33,34,35,37,38,42,43,49",220.849253344975,,0.1108650717728973,"2,23,30,33,35,49"
174,87.44743845526365,"8,26,27,32,37,42",60.058543036197705,"8,26,27,32,37,42",20.713719071209717,"3,4,5,6,7,8,10,11,13,14,15,16,18,19,21,22,23,24,25,26,27,28,29,31,32,33,34,37,38,39,40,41,42,43,44,45,46,47,49",210.95438085456075,,0.06968369938791773,"8,26,27,32,37,42"
175,80.69673774245699,"8,9,17,21,27,37",53.61442562669143,"8,9,17,21,27,37",21.120100617405765,"0,1,3,4,5,6,7,8,9,10,11,12,13,15,17,18,19,21,22,23,24,26,27,28,30,31,32,33,34,35,37,39,40,41,42,43,45,46,47,48,49",214.1178592764445,,0.09723800384357298,"8,9,17,21,27,37"
176,81.20371901351584,"14,17,22,32,41,43",59.3578950321853,"14,17,22,32,41,43",12.617247302634784,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,29,30,32,33,35,36,37,38,39,40,41,42,43,44,45,46,48,49",200.52875650323767,,0.08141285207940319,"14,17,22,32,41,43"
